phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
N14_OTHFEMPELINF	Other female pelvic inflammatory diseases	XIV Diseases of the genitourinary system (N14_)	6864	249548	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHFEMPELINF.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHFEMPELINF.gz
N14_OTHINFVAGVULV	Other inflammation of vagina/vulva	XIV Diseases of the genitourinary system (N14_)	1419	249548	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHINFVAGVULV.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHINFVAGVULV.gz
N14_OTHNONINFCERVIX	Other noninflammatory disorders of cervix uteri	XIV Diseases of the genitourinary system (N14_)	1904	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFCERVIX.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFCERVIX.gz
N14_OTHNONINFOVA	Other and unspecified noninflammatory disorders of ovary, fallopian tube and broad ligament	XIV Diseases of the genitourinary system (N14_)	1129	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFOVA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFOVA.gz
N14_OTHNONINFUTER	Other noninflammatory disorders of uterus, except cervix	XIV Diseases of the genitourinary system (N14_)	11615	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFUTER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFUTER.gz
N14_OTHNONINFVAG	Other noninflammatory disorders of vagina	XIV Diseases of the genitourinary system (N14_)	3419	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFVAG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFVAG.gz
N14_OTHNONINFVULV	Other noninflammatory disorders of vulva and perineum	XIV Diseases of the genitourinary system (N14_)	4151	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFVULV.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHNONINFVULV.gz
N14_OTHPENIS	Other disorders of penis	XIV Diseases of the genitourinary system (N14_)	3967	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHPENIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OTHPENIS.gz
N14_OVARTORS	Torsion of ovary, ovarian pedicle and fallopian tube	XIV Diseases of the genitourinary system (N14_)	922	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OVARTORS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OVARTORS.gz
N14_OVARYCYST	Ovarian cyst	XIV Diseases of the genitourinary system (N14_)	29138	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OVARYCYST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OVARYCYST.gz
N14_OVAR_HYPERSTIM	Ovarian hyperstimulation (induction)	XIV Diseases of the genitourinary system (N14_)	649	263191	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_OVAR_HYPERSTIM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_OVAR_HYPERSTIM.gz
N14_PHIMOSIS	Redundant prepuce, phimosis and paraphimosis	XIV Diseases of the genitourinary system (N14_)	10204	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PHIMOSIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PHIMOSIS.gz
N14_POLYPFEMGEN	Polyp of the female genital tract	XIV Diseases of the genitourinary system (N14_)	20490	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_POLYPFEMGEN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_POLYPFEMGEN.gz
N14_POSTMENATRVAG	Postmenopausal atrophic vaginitis	XIV Diseases of the genitourinary system (N14_)	16178	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_POSTMENATRVAG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_POSTMENATRVAG.gz
N14_POSTMENBLEED	Postmenopausal bleeding	XIV Diseases of the genitourinary system (N14_)	17073	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_POSTMENBLEED.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_POSTMENBLEED.gz
N14_PREMENSTSYNDROM	Premenstrual syndrome	XIV Diseases of the genitourinary system (N14_)	454	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PREMENSTSYNDROM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PREMENSTSYNDROM.gz
N14_PRIMARY_AMENORRHEA	Primary amenorrhea	XIV Diseases of the genitourinary system (N14_)	282	499904	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PRIMARY_AMENORRHEA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PRIMARY_AMENORRHEA.gz
N14_PROHERNOV	Prolapse and hernia of ovary and fallopian tube	XIV Diseases of the genitourinary system (N14_)	1511	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PROHERNOV.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PROHERNOV.gz
N14_PROSTAOTH	Other disorders of prostate	XIV Diseases of the genitourinary system (N14_)	1369	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PROSTAOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PROSTAOTH.gz
N14_PROSTATITIS	Inflammatory diseases of prostate (prostatitis)	XIV Diseases of the genitourinary system (N14_)	5417	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PROSTATITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PROSTATITIS.gz
N14_PROSTHYPERPLA	Hyperplasia of prostate	XIV Diseases of the genitourinary system (N14_)	43472	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PROSTHYPERPLA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PROSTHYPERPLA.gz
N14_PYELONEPHR	Acute tubulo-interstitial nephritis	XIV Diseases of the genitourinary system (N14_)	35700	442323	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_PYELONEPHR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_PYELONEPHR.gz
N14_RAPIDPROGNEPHRITIC	Rapidly progressive nephritic syndrome	XIV Diseases of the genitourinary system (N14_)	85	492389	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RAPIDPROGNEPHRITIC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RAPIDPROGNEPHRITIC.gz
N14_RECURANDPERHEAMATUR	Recurrent and persistent haematuria	XIV Diseases of the genitourinary system (N14_)	311	492389	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RECURANDPERHEAMATUR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RECURANDPERHEAMATUR.gz
N14_RENALCOLNAS	Unspecified renal colic	XIV Diseases of the genitourinary system (N14_)	210	485315	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALCOLNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALCOLNAS.gz
N14_RENALTUB	Renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)	57863	442323	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALTUB.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALTUB.gz
N14_RENALTUBULOINOTH	Renal tubulo-interstitial disorders in diseases classified elsewhere	XIV Diseases of the genitourinary system (N14_)	338	442323	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALTUBULOINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALTUBULOINOTH.gz
N14_RENALTUBULOOTH	Other renal tubulo-interstitial diseases	XIV Diseases of the genitourinary system (N14_)	912	442323	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALTUBULOOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RENALTUBULOOTH.gz
N14_RENFAIL	Renal failure	XIV Diseases of the genitourinary system (N14_)	22575	477611	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RENFAIL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RENFAIL.gz
N14_RENFAILNAS	Unspecified kidney failure	XIV Diseases of the genitourinary system (N14_)	4252	477611	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_RENFAILNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_RENFAILNAS.gz
N14_SALPHOOPH	Salpingitis and oophoritis	XIV Diseases of the genitourinary system (N14_)	7600	249548	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_SALPHOOPH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_SALPHOOPH.gz
N14_SMALLKIDNEY	Small kidney of unknown cause	XIV Diseases of the genitourinary system (N14_)	81	494906	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_SMALLKIDNEY.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_SMALLKIDNEY.gz
N14_SPERMATOCELE	Spermatocele	XIV Diseases of the genitourinary system (N14_)	3148	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_SPERMATOCELE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_SPERMATOCELE.gz
N14_TORSIOTEST	Torsion of testis	XIV Diseases of the genitourinary system (N14_)	789	150685	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_TORSIOTEST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_TORSIOTEST.gz
N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not specified as acute or chronic	XIV Diseases of the genitourinary system (N14_)	2955	442323	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_TUBULOINTNEPHRNAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_TUBULOINTNEPHRNAS.gz
N14_ULCERVAGVUL	Ulcer of vagina/vulva	XIV Diseases of the genitourinary system (N14_)	960	249548	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_ULCERVAGVUL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_ULCERVAGVUL.gz
N14_UNSPECKIDCONTR	Unspecified contracted kidney	XIV Diseases of the genitourinary system (N14_)	202	494906	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_UNSPECKIDCONTR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_UNSPECKIDCONTR.gz
N14_URETHRALSTRICT	Urethral stricture	XIV Diseases of the genitourinary system (N14_)	2254	392269	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_URETHRALSTRICT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_URETHRALSTRICT.gz
N14_URETHRAOTH	Other disorders of urethra and urinary system	XIV Diseases of the genitourinary system (N14_)	49588	392269	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_URETHRAOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_URETHRAOTH.gz
N14_URETHRITISANDURSYNDR	Urethritis and urethral syndrome	XIV Diseases of the genitourinary system (N14_)	838	392269	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_URETHRITISANDURSYNDR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_URETHRITISANDURSYNDR.gz
N14_URINOTH	Other diseases of urinary system	XIV Diseases of the genitourinary system (N14_)	107917	392269	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_URINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_URINOTH.gz
N14_UTER_POLYP	Uterine polyps	XIV Diseases of the genitourinary system (N14_)	4111	122622	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_UTER_POLYP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_UTER_POLYP.gz
N14_VAGINAL_DYSPLASIA_ALL	All dysplastic lesions of the vagina	XIV Diseases of the genitourinary system (N14_)	996	280913	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINAL_DYSPLASIA_ALL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINAL_DYSPLASIA_ALL.gz
N14_VAGINAL_HSIL	HSIL lesion of the vagina	XIV Diseases of the genitourinary system (N14_)	505	281404	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINAL_HSIL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINAL_HSIL.gz
N14_VAGINAL_LSIL	LSIL lesion of the vagina	XIV Diseases of the genitourinary system (N14_)	551	281358	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINAL_LSIL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINAL_LSIL.gz
N14_VAGINITIS	Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	XIV Diseases of the genitourinary system (N14_)	7618	249548	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINITIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VAGINITIS.gz
N14_VULVAL_DYSPLASIA_ALL	All dysplastic lesions of the vulva	XIV Diseases of the genitourinary system (N14_)	1602	280307	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_DYSPLASIA_ALL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_DYSPLASIA_ALL.gz
N14_VULVAL_DYSPLASIA_NOS	Dysplastic lesion of the vulva of unknown severity	XIV Diseases of the genitourinary system (N14_)	55	281854	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_DYSPLASIA_NOS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_DYSPLASIA_NOS.gz
N14_VULVAL_HSIL	HSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)	594	281315	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_HSIL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_HSIL.gz
N14_VULVAL_LSIL	LSIL lesion of the vulva	XIV Diseases of the genitourinary system (N14_)	1067	280842	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_LSIL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVAL_LSIL.gz
N14_VULVOVAGINFINOTH	Vulvovaginal ulceration/inflammation in other diseases	XIV Diseases of the genitourinary system (N14_)	2493	249548	gs://finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVOVAGINFINOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_N14_VULVOVAGINFINOTH.gz
NAFLD	Nonalcoholic fatty liver disease	Gastrointestinal endpoints	3943	496243	gs://finngen-public-data-r13/summary_stats/finngen_R13_NAFLD.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NAFLD.gz
NASH	Nonalcoholic steatohepatitis	Gastrointestinal endpoints	294	499892	gs://finngen-public-data-r13/summary_stats/finngen_R13_NASH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NASH.gz
NECROVASC_FG	Other necrotizing vasculopathies (FG)	Rheuma endpoints	2389	368412	gs://finngen-public-data-r13/summary_stats/finngen_R13_NECROVASC_FG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NECROVASC_FG.gz
NEPHROP_INDUCED_OTHER_DRUGS_MEDICAM_BIOLO_SUBST	Nephropathy induced by other drugs, medicaments and biological substances	XIV Diseases of the genitourinary system (N14_)	59	500127	gs://finngen-public-data-r13/summary_stats/finngen_R13_NEPHROP_INDUCED_OTHER_DRUGS_MEDICAM_BIOLO_SUBST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NEPHROP_INDUCED_OTHER_DRUGS_MEDICAM_BIOLO_SUBST.gz
NEURODEGOTH	Other degenerative diseases of the nervous system	Comorbidities of Gastrointestinal endpoints	22040	260360	gs://finngen-public-data-r13/summary_stats/finngen_R13_NEURODEGOTH.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NEURODEGOTH.gz
NIV	Non-invasive ventilation	Interstitial lung disease endpoints	12876	197501	gs://finngen-public-data-r13/summary_stats/finngen_R13_NIV.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NIV.gz
NONALLERG_ASTHMA_EXMORE	Non-allergic asthma (mode) (more control exclusions)	Asthma and related endpoints	9890	250433	gs://finngen-public-data-r13/summary_stats/finngen_R13_NONALLERG_ASTHMA_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_NONALLERG_ASTHMA_EXMORE.gz
O15_ABORT_FAILED	Failed attempted abortion	XV Pregnancy, childbirth and the puerperium (O15_)	455	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_FAILED.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_FAILED.gz
O15_ABORT_MEDICAL	Medical abortion	XV Pregnancy, childbirth and the puerperium (O15_)	48833	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_MEDICAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_MEDICAL.gz
O15_ABORT_OTHER	Other abortion	XV Pregnancy, childbirth and the puerperium (O15_)	312	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_OTHER.gz
O15_ABORT_SPONTAN	Spontaneous abortion	XV Pregnancy, childbirth and the puerperium (O15_)	23609	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_SPONTAN.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_SPONTAN.gz
O15_ABORT_UNS	Unspecified abortion	XV Pregnancy, childbirth and the puerperium (O15_)	1988	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_UNS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ABORT_UNS.gz
O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	XV Pregnancy, childbirth and the puerperium (O15_)	6317	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_AMNIOT_OTHER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_AMNIOT_OTHER.gz
O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	XV Pregnancy, childbirth and the puerperium (O15_)	3784	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ANTENAT_ABNORM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ANTENAT_ABNORM.gz
O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)	3733	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ANTEPART_HAEM_NAS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ANTEPART_HAEM_NAS.gz
O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)	1464	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_BIRTH_BREAT_INFECT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_BIRTH_BREAT_INFECT.gz
O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)	673	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_BREAST_LACT_OTHER_DIS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_BREAST_LACT_OTHER_DIS.gz
O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	1279	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_COMPLIC_ABORT_ECTOP_MOLAR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_COMPLIC_ABORT_ECTOP_MOLAR.gz
O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)	68828	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_COMPLIC_LAB_DELIV.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_COMPLIC_LAB_DELIV.gz
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	12164	269745	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_COMPLIC_PUERP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_COMPLIC_PUERP.gz
O15_CONCEPT_ABNORM	Other abnormal products of conception	XV Pregnancy, childbirth and the puerperium (O15_)	17028	198256	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_CONCEPT_ABNORM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_CONCEPT_ABNORM.gz
O15_DELIV_CAESAR	Single delivery by caesarean section	XV Pregnancy, childbirth and the puerperium (O15_)	19405	117666	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_CAESAR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_CAESAR.gz
O15_DELIV_FORCEP_VAC	Single delivery by forceps and vacuum extractor	XV Pregnancy, childbirth and the puerperium (O15_)	11810	117666	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_FORCEP_VAC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_FORCEP_VAC.gz
O15_DELIV_MULTIP	Multiple delivery	XV Pregnancy, childbirth and the puerperium (O15_)	3313	117666	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_MULTIP.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_MULTIP.gz
O15_DELIV_OTHER_ASSIST	Other assisted single delivery	XV Pregnancy, childbirth and the puerperium (O15_)	652	117666	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_OTHER_ASSIST.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_OTHER_ASSIST.gz
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	XV Pregnancy, childbirth and the puerperium (O15_)	8080	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_PERIN_LACER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_PERIN_LACER.gz
O15_DELIV_SPONT	Single spontaneous delivery	XV Pregnancy, childbirth and the puerperium (O15_)	146565	117666	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_SPONT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_DELIV_SPONT.gz
O15_ECLAMPSIA	Eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)	91	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ECLAMPSIA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ECLAMPSIA.gz
O15_EXCESS_VOMIT_PREG	Excessive vomiting in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	3404	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_EXCESS_VOMIT_PREG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_EXCESS_VOMIT_PREG.gz
O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)	3251	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_EXIST_HYPERT_COMPLIC.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_EXIST_HYPERT_COMPLIC.gz
O15_FAILED_INDUCT	Failed induction of labour	XV Pregnancy, childbirth and the puerperium (O15_)	2489	213081	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_FAILED_INDUCT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_FAILED_INDUCT.gz
O15_FALSE_LAB	False labour	XV Pregnancy, childbirth and the puerperium (O15_)	21623	219217	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_FALSE_LAB.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_FALSE_LAB.gz
O15_GESTAT_HYPERT	Gestational [pregnancy-induced] hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	12314	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_GESTAT_HYPERT.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_GESTAT_HYPERT.gz
O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	3518	258775	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_GESTAT_OEDEM_PREINUR.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_GESTAT_OEDEM_PREINUR.gz
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)	13212	236423	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_HAEMORRH_EARLY_PREG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_HAEMORRH_EARLY_PREG.gz
O15_HYPTENSPREG	Pregnancy hypertension	XV Pregnancy, childbirth and the puerperium (O15_)	20779	261130	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_HYPTENSPREG.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_HYPTENSPREG.gz
O15_ICP_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP)  (more control exclusions)	XV Pregnancy, childbirth and the puerperium (O15_)	2935	179264	gs://finngen-public-data-r13/summary_stats/finngen_R13_O15_ICP_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_O15_ICP_EXMORE.gz
