phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
C3_GASTRINT_STROM	Gastrointestinal stromal tumor and sarcoma	II Neoplasms, from cancer register (ICD-O-3)	379	372107	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_GASTRINT_STROM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_GASTRINT_STROM.gz
C3_GBM	Brain glioblastoma	II Neoplasms, from cancer register (ICD-O-3)	467	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_GBM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_GBM.gz
C3_GBM_ASTROCYTOMA	Brain glioblastoma and astrocytoma	II Neoplasms, from cancer register (ICD-O-3)	618	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_GBM_ASTROCYTOMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_GBM_ASTROCYTOMA.gz
C3_GUM_WIDE	Malignant neoplasm of gum, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	336	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_GUM_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_GUM_WIDE.gz
C3_HEAD_AND_NECK	Malignant neoplasm of head and neck	II Neoplasms, from cancer register (ICD-O-3)	3248	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_HEAD_AND_NECK.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_HEAD_AND_NECK.gz
C3_HEPATOCELLU_CARC_WIDE	Hepatocellular carcinoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1070	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_HEPATOCELLU_CARC_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_HEPATOCELLU_CARC_WIDE.gz
C3_HYPOPHARYNX_WIDE	Malignant neoplasm of hypopharynx, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	237	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_HYPOPHARYNX_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_HYPOPHARYNX_WIDE.gz
C3_KAPOSI_SARCOMA_WIDE	Kaposi sarcoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	54	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_KAPOSI_SARCOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_KAPOSI_SARCOMA_WIDE.gz
C3_KIDNEY_CHROMOPHOBE	Chromophobe cell carcinoma of kidney	II Neoplasms, from cancer register (ICD-O-3)	173	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_CHROMOPHOBE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_CHROMOPHOBE.gz
C3_KIDNEY_CLEAR_CELL_CARCINOMA	Clear cell adenocarcinoma of kidney	II Neoplasms, from cancer register (ICD-O-3)	1641	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_CLEAR_CELL_CARCINOMA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_CLEAR_CELL_CARCINOMA.gz
C3_KIDNEY_NOTRENALPELVIS_WIDE	Malignant neoplasm of kidney, except renal pelvis, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	4142	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_NOTRENALPELVIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_NOTRENALPELVIS_WIDE.gz
C3_KIDNEY_PAPILLARYADENO	Adenocarcinoma and Papillary adenocarcinoma of kidney	II Neoplasms, from cancer register (ICD-O-3)	367	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_PAPILLARYADENO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_KIDNEY_PAPILLARYADENO.gz
C3_LARYNX_WIDE	Malignant neoplasm of larynx, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	753	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LARYNX_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LARYNX_WIDE.gz
C3_LEIOMYOSARCOMA_WIDE	Leiomyosarcoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	326	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LEIOMYOSARCOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LEIOMYOSARCOMA_WIDE.gz
C3_LIPOSARCOMA_WIDE	Liposarcoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	347	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LIPOSARCOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LIPOSARCOMA_WIDE.gz
C3_LIP_WIDE	Malignant neoplasm of lip, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	403	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LIP_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LIP_WIDE.gz
C3_LIQUID_CANCER	Liquid cancers	II Neoplasms, from cancer register (ICD-O-3)	18629	369085	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LIQUID_CANCER.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LIQUID_CANCER.gz
C3_LUNG_NEUROENDO	Neuroendocrine tumor and carcinoma of lung	II Neoplasms, from cancer register (ICD-O-3)	277	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LUNG_NEUROENDO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LUNG_NEUROENDO.gz
C3_LUNG_NONSMALL_WIDE	Non-small cell lung cancer, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	6868	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_LUNG_NONSMALL_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_LUNG_NONSMALL_WIDE.gz
C3_MACROGLOBULINEMIA_WIDE	Waldenstrom macroglobulinemia, lymphoplasmacytic lymphoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	261	372158	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MACROGLOBULINEMIA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MACROGLOBULINEMIA_WIDE.gz
C3_MALE_GENITAL	malignant neoplasm of male genital organs	II Neoplasms, from cancer register (ICD-O-3)	20758	153446	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MALE_GENITAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MALE_GENITAL.gz
C3_MANTLE_CELL_LYMPHOMA_WIDE	Mantle cell lymphoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	492	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MANTLE_CELL_LYMPHOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MANTLE_CELL_LYMPHOMA_WIDE.gz
C3_MARGINAL_ZONE_LYMPHOMA_WIDE	Marginal zone B-cell lymphoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	557	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MARGINAL_ZONE_LYMPHOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MARGINAL_ZONE_LYMPHOMA_WIDE.gz
C3_MELANOMA_SKIN_WIDE	Malignant melanoma of skin, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	6226	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MELANOMA_SKIN_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MELANOMA_SKIN_WIDE.gz
C3_MELANOMA_WIDE	Malignant melanoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	7577	371708	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MELANOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MELANOMA_WIDE.gz
C3_MENINGES_WIDE	Malignant neoplasm of meninges, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	133	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MENINGES_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MENINGES_WIDE.gz
C3_MENINGIOMA_WIDE	Brain meningioma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1946	371040	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MENINGIOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MENINGIOMA_WIDE.gz
C3_MESOTHELIOMA_WIDE	Mesothelioma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	464	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MESOTHELIOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MESOTHELIOMA_WIDE.gz
C3_MESTOTHEL_SOFTTISSUE	Malignant neoplasm of mesothelium and soft tissue	II Neoplasms, from cancer register (ICD-O-3)	1472	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MESTOTHEL_SOFTTISSUE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MESTOTHEL_SOFTTISSUE.gz
C3_MGUS_WIDE	Monoclonal gammopathy of undetermined significance (MGUS), including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1797	371372	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MGUS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MGUS_WIDE.gz
C3_MULT_MYELOMA_WIDE	Multiple myeloma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1671	372148	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MULT_MYELOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MULT_MYELOMA_WIDE.gz
C3_MYELODYSP_SYNDR_WIDE	Myelodysplastic syndrome, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1096	371683	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MYELODYSP_SYNDR_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MYELODYSP_SYNDR_WIDE.gz
C3_MYELOMA_MONOCLONAL	Multiple myeloma, Monoclonal gammopathy of undetermined significance (MGUS)	II Neoplasms, from cancer register (ICD-O-3)	961	372148	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_MYELOMA_MONOCLONAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_MYELOMA_MONOCLONAL.gz
C3_NASAL_CAVITY_SINUSES_WIDE	Malignant neoplasm of nasal cavity and sinuses, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	358	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_NASAL_CAVITY_SINUSES_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_NASAL_CAVITY_SINUSES_WIDE.gz
C3_NASOPHARYNX_WIDE	Malignant neoplasm of nasopharynx, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	158	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_NASOPHARYNX_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_NASOPHARYNX_WIDE.gz
C3_NONHODGKIN_WIDE	Non-Hodgkin lymphoma, all, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	5538	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_NONHODGKIN_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_NONHODGKIN_WIDE.gz
C3_NSCLC_ADENO	Non-small cell lung cancer, adenocarcinoma	II Neoplasms, from cancer register (ICD-O-3)	2337	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_NSCLC_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_NSCLC_ADENO.gz
C3_NSCLC_SQUAM	Non-small cell lung cancer, squamous	II Neoplasms, from cancer register (ICD-O-3)	1990	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_NSCLC_SQUAM.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_NSCLC_SQUAM.gz
C3_OESOPHAGUS_WIDE	Malignant neoplasm of oesophagus, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1358	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OESOPHAGUS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OESOPHAGUS_WIDE.gz
C3_ORALCAVITY_WIDE	Malignant neoplasm of oral cavity, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1700	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_ORALCAVITY_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_ORALCAVITY_WIDE.gz
C3_OROPHARYNG_WIDE	Malignant neoplasm of oropharynx, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	170	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OROPHARYNG_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OROPHARYNG_WIDE.gz
C3_OROPHARYNX_WIDE	Malignant neoplasm of oropharynx, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	740	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OROPHARYNX_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OROPHARYNX_WIDE.gz
C3_OSTEOSARCOMA_WIDE	Osteosarcoma, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	134	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OSTEOSARCOMA_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OSTEOSARCOMA_WIDE.gz
C3_OTHER_SKIN_WIDE	Other malignant neoplasms of skin (=non-melanoma skin cancer), including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	30601	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OTHER_SKIN_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OTHER_SKIN_WIDE.gz
C3_OVARY_ENDOMETROID	Endometroid carcinoma of ovary	II Neoplasms, from cancer register (ICD-O-3)	208	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_ENDOMETROID.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_ENDOMETROID.gz
C3_OVARY_ENDOMETROID_WIDE	Endometroid carcinoma of ovary, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	305	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_ENDOMETROID_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_ENDOMETROID_WIDE.gz
C3_OVARY_GRANULOSA	Granulosa cell carcinoma of ovary	II Neoplasms, from cancer register (ICD-O-3)	142	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_GRANULOSA.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_GRANULOSA.gz
C3_OVARY_MUCINO	Mucinous and mucinous cystic tumor	II Neoplasms, from cancer register (ICD-O-3)	168	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_MUCINO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_MUCINO.gz
C3_OVARY_MUCINO_WIDE	Mucinous and mucinous cystic tumor, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	240	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_MUCINO_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_MUCINO_WIDE.gz
C3_OVARY_SEROUS	Serous carcinoma of ovary	II Neoplasms, from cancer register (ICD-O-3)	232	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_SEROUS.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_SEROUS.gz
C3_OVARY_SEROUS_WIDE	Serous carcinoma of ovary, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1181	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_SEROUS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_SEROUS_WIDE.gz
C3_OVARY_WIDE	Malignant neoplasm of ovary, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	2426	218713	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_OVARY_WIDE.gz
C3_PALATE_WIDE	Malignant neoplasm of palate, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	216	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PALATE_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PALATE_WIDE.gz
C3_PANCREAS_ADENO	Adenocarcinoma of pancreas	II Neoplasms, from cancer register (ICD-O-3)	1005	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_ADENO.gz
C3_PANCREAS_ADENO_DUCTAL	Adenocarcinoma and ductal carcinoma of pancreas	II Neoplasms, from cancer register (ICD-O-3)	1252	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_ADENO_DUCTAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_ADENO_DUCTAL.gz
C3_PANCREAS_DUCTAL	Ductal carcinoma of pancreas	II Neoplasms, from cancer register (ICD-O-3)	248	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_DUCTAL.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_DUCTAL.gz
C3_PANCREAS_NEUROENDOCRINE	Neuroendocrine tumor and carcinoma of pancreas	II Neoplasms, from cancer register (ICD-O-3)	209	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_NEUROENDOCRINE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_NEUROENDOCRINE.gz
C3_PANCREAS_WIDE	Malignant neoplasm of pancreas, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	3485	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PANCREAS_WIDE.gz
C3_PAROTIDGLAND_WIDE	Malignant neoplasm of parotid gland, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	348	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PAROTIDGLAND_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PAROTIDGLAND_WIDE.gz
C3_PENIS_WIDE	Malignant neoplasm of penis, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	221	153446	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PENIS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PENIS_WIDE.gz
C3_PERIPHERAL_NERVES_AUTONOMIC3_NERVESYSTEM_WIDE	Malignant neoplasm of peripheral nerves and autonomic nervous system, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	125	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PERIPHERAL_NERVES_AUTONOMIC3_NERVESYSTEM_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PERIPHERAL_NERVES_AUTONOMIC3_NERVESYSTEM_WIDE.gz
C3_PROSTATE_WIDE	Malignant neoplasm of prostate, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	21482	153446	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_PROSTATE_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_PROSTATE_WIDE.gz
C3_RECTOSIGMOID_JUNCTION_WIDE	Malignant neoplasm of rectosigmoid junction, including Hilmo	II Neoplasms, from cancer register (ICD-O-3)	1064	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTOSIGMOID_JUNCTION_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTOSIGMOID_JUNCTION_WIDE.gz
C3_RECTUM_ADENO	Adenocarcinoma and papilloma adenocarcinoma of rectum	II Neoplasms, from cancer register (ICD-O-3)	3797	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTUM_ADENO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTUM_ADENO.gz
C3_RECTUM_ADENO_MUCINO	Adenocarcinoma, papilloma adenocarcinoma and mucinous carcinomas of rectum	II Neoplasms, from cancer register (ICD-O-3)	3956	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTUM_ADENO_MUCINO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTUM_ADENO_MUCINO.gz
C3_RECTUM_MUCINO	Mucinous and mucinous cystic tumor of rectum	II Neoplasms, from cancer register (ICD-O-3)	159	372159	gs://finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTUM_MUCINO.gz	https://storage.googleapis.com/finngen-public-data-r13/summary_stats/finngen_R13_C3_RECTUM_MUCINO.gz
