source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
pDC	MonoMacro	HLA-DRA	CD4	0.316795892785664	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DRA	CD4	0.020705314722974	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DRA	CD4	0.205987301957866	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DRA	CD4	0.388650574591907	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DRA	CD4	0.102425243079382	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DRA	CD4	0.106213876546039	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DRA	CD4	0.140774778732828	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DRA	CD4	0.392354220333666	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	pDC	HLA-DRA	CD4	0.0174089122294672	0.02	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DRA	CD4	0.378589548572977	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DRA	CD4	0.0270289606283392	0.02	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DRA	CD4	0.254209091957697	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DRB1	CD4	0.107209752619368	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-DRB1	CD4	0.0598642659003673	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DRB1	CD4	0.0609208112318605	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DRB1	CD4	0.0661489081604161	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DRB1	CD4	0.112544002503335	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-DRB1	CD4	0.0218742093271402	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DRB1	CD4	0.103531287330692	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	HLA-DRB1	CD4	0.011897442808824	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DRB1	CD4	0.0741975566650743	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DRB1	CD4	0.277582133439716	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	MonoMacro	HLA-DRB1	CD4	0.169261962452098	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DRB1	CD4	0.171896245176051	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DRB1	CD4	0.184774133755364	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DRB1	CD4	0.288652589136379	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	MonoMacro	HLA-DRB1	CD4	0.0667790602598979	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DRB1	CD4	0.26982473934859	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DRB1	CD4	0.0370981126151739	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DRB1	CD4	0.204101853819302	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DRB1	CD4	0.335482795835186	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DRB1	CD4	0.211172864416216	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DRB1	CD4	0.214291165211101	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DRB1	CD4	0.229465055084309	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DRB1	CD4	0.347750858997094	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	pDC	HLA-DRB1	CD4	0.0859393084217512	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DRB1	CD4	0.326839364288117	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DRB1	CD4	0.0481819853136536	0.02	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DRB1	CD4	0.252022356003155	0	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DRB5	CD4	0.0862221953361491	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-DRB5	CD4	0.0374409691205194	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DRB5	CD4	0.0385484854029716	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DRB5	CD4	0.0483228331343406	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DRB5	CD4	0.096598268809056	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-DRB5	CD4	0.0151696190984527	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DRB5	CD4	0.0906452236382855	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	HLA-DRB5	CD4	0.00630340625192755	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DRB5	CD4	0.0542962243307759	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DRB5	CD4	0.231905603639532	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	MonoMacro	HLA-DRB5	CD4	0.110686072378287	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DRB5	CD4	0.113704267312139	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DRB5	CD4	0.139764887461848	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DRB5	CD4	0.254922447189822	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	MonoMacro	HLA-DRB5	CD4	0.0469717960403308	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DRB5	CD4	0.241824160183512	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DRB5	CD4	0.019893578245997	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DRB5	CD4	0.155198451429552	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DRB5	CD4	0.284024498558484	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DRB5	CD4	0.140546841038247	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DRB5	CD4	0.144247210283735	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DRB5	CD4	0.175918686462723	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DRB5	CD4	0.310125602319506	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	pDC	HLA-DRB5	CD4	0.0608193195253015	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DRB5	CD4	0.295315125073884	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DRB5	CD4	0.0259758862514767	0.02	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DRB5	CD4	0.194442148282568	0	HLA-DRB5_CD4	HLA-DRB5 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	MPZL1	MPZL1	0.00754347452231605	0	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	KEGG: hsa04514
NK	NK	NCAM1	NCAM1	0.00182478986315282	0	NCAM1_NCAM1	NCAM1 - NCAM1	NCAM	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	B	SELPLG	SELL	0.130859880476474	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD4_Glyco_lo	B	SELPLG	SELL	0.0957981119484455	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD8T	B	SELPLG	SELL	0.136944653275678	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
MonoMacro	B	SELPLG	SELL	0.158585670772648	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
NK	B	SELPLG	SELL	0.201457285347251	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
pDC	B	SELPLG	SELL	0.252587594126018	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
Plasma	B	SELPLG	SELL	0.0471308570294714	0.02	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
Tprolif	B	SELPLG	SELL	0.175418403472535	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD4_Glyco_hi	MonoMacro	SELPLG	SELL	0.0363116738716099	0.04	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD8T	MonoMacro	SELPLG	SELL	0.0381932997065272	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
MonoMacro	MonoMacro	SELPLG	SELL	0.0450433463932361	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
NK	MonoMacro	SELPLG	SELL	0.0593866610393675	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
pDC	MonoMacro	SELPLG	SELL	0.0779802937229634	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
Tprolif	MonoMacro	SELPLG	SELL	0.0505483870448725	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD4_Glyco_hi	NK	SELPLG	SELL	0.0436838917346936	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD8T	NK	SELPLG	SELL	0.045929329730173	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
MonoMacro	NK	SELPLG	SELL	0.0540888224012336	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
NK	NK	SELPLG	SELL	0.0710980712590899	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
pDC	NK	SELPLG	SELL	0.0929959566430919	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
Tprolif	NK	SELPLG	SELL	0.0606291821402093	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD4_Glyco_hi	pDC	SELPLG	SELL	0.166011063535987	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD4_Glyco_lo	pDC	SELPLG	SELL	0.122862473059414	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
CD8T	pDC	SELPLG	SELL	0.173404211869728	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
MonoMacro	pDC	SELPLG	SELL	0.199475178633462	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
NK	pDC	SELPLG	SELL	0.250114902618165	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
pDC	pDC	SELPLG	SELL	0.308818760947831	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
Plasma	pDC	SELPLG	SELL	0.0613793385874866	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
Tprolif	pDC	SELPLG	SELL	0.219515747868197	0	SELPLG_SELL	SELPLG - SELL	SELPLG	Cell-Cell Contact	PMC2431087; PMID:  8892633,PMID:  8896607
MonoMacro	pDC	SEMA4A	NRP1_PLXNA4	0.0251419074471522	0	SEMA4A_NRP1_PLXNA4	SEMA4A - (NRP1+PLXNA4)	SEMA4	Cell-Cell Contact	PMID: 27533782
pDC	pDC	SEMA4A	NRP1_PLXNA4	0.0259404850831975	0	SEMA4A_NRP1_PLXNA4	SEMA4A - (NRP1+PLXNA4)	SEMA4	Cell-Cell Contact	PMID: 27533782
Plasma	pDC	SEMA4A	NRP1_PLXNA4	0.0373139451300435	0	SEMA4A_NRP1_PLXNA4	SEMA4A - (NRP1+PLXNA4)	SEMA4	Cell-Cell Contact	PMID: 27533782
Tprolif	pDC	SEMA4A	NRP1_PLXNA4	0.0151205771099624	0	SEMA4A_NRP1_PLXNA4	SEMA4A - (NRP1+PLXNA4)	SEMA4	Cell-Cell Contact	PMID: 27533782
MonoMacro	MonoMacro	SEMA4A	PLXNB2	0.0384660710824805	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
pDC	MonoMacro	SEMA4A	PLXNB2	0.0396706394774084	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Plasma	MonoMacro	SEMA4A	PLXNB2	0.0567135062789449	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Tprolif	MonoMacro	SEMA4A	PLXNB2	0.0232605733963595	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
MonoMacro	pDC	SEMA4A	PLXNB2	0.0424499574405737	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
pDC	pDC	SEMA4A	PLXNB2	0.0437736021110282	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Plasma	pDC	SEMA4A	PLXNB2	0.0624644862836619	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Tprolif	pDC	SEMA4A	PLXNB2	0.0257117551254433	0	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD4_Glyco_hi	MonoMacro	SEMA4D	PLXNB2	0.0409121936083881	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD4_Glyco_lo	MonoMacro	SEMA4D	PLXNB2	0.0622905659692791	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD8T	MonoMacro	SEMA4D	PLXNB2	0.0607203027213031	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
MonoMacro	MonoMacro	SEMA4D	PLXNB2	0.0237719441211179	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
NK	MonoMacro	SEMA4D	PLXNB2	0.0318001416552598	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
pDC	MonoMacro	SEMA4D	PLXNB2	0.0171940887595402	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Plasma	MonoMacro	SEMA4D	PLXNB2	0.031011434474558	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Tprolif	MonoMacro	SEMA4D	PLXNB2	0.0894795014455917	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD4_Glyco_hi	pDC	SEMA4D	PLXNB2	0.045137529338088	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD4_Glyco_lo	pDC	SEMA4D	PLXNB2	0.0685659745525658	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD8T	pDC	SEMA4D	PLXNB2	0.0668487941280036	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
MonoMacro	pDC	SEMA4D	PLXNB2	0.0262755640587929	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
NK	pDC	SEMA4D	PLXNB2	0.0351188608221329	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
pDC	pDC	SEMA4D	PLXNB2	0.019018436576928	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Plasma	pDC	SEMA4D	PLXNB2	0.0342507545671959	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
Tprolif	pDC	SEMA4D	PLXNB2	0.0982071644366981	0	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	PMID: 27533782
CD4_Glyco_hi	B	SEMA4D	CD72	0.0472506293821629	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
CD4_Glyco_lo	B	SEMA4D	CD72	0.0716935200769912	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
CD8T	B	SEMA4D	CD72	0.0699038911705144	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
MonoMacro	B	SEMA4D	CD72	0.0275311064226935	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
NK	B	SEMA4D	CD72	0.036781006415403	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
pDC	B	SEMA4D	CD72	0.0199343060945824	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
Plasma	B	SEMA4D	CD72	0.0358733409996319	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
Tprolif	B	SEMA4D	CD72	0.102537912181791	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
CD4_Glyco_hi	MonoMacro	SEMA4D	CD72	0.0145998547622823	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
CD4_Glyco_lo	MonoMacro	SEMA4D	CD72	0.0225522085173321	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
CD8T	MonoMacro	SEMA4D	CD72	0.0219602369548281	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
MonoMacro	MonoMacro	SEMA4D	CD72	0.00838681811446259	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
NK	MonoMacro	SEMA4D	CD72	0.0112792238827705	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
pDC	MonoMacro	SEMA4D	CD72	0.00603979113333165	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
Plasma	MonoMacro	SEMA4D	CD72	0.0109936974205113	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
Tprolif	MonoMacro	SEMA4D	CD72	0.0330064578031245	0	SEMA4D_CD72	SEMA4D - CD72	SEMA4	Cell-Cell Contact	PMID: 22325954
pDC	Tprolif	SEMA7A	ITGB1_ITGA1	0.0223604349255995	0	SEMA7A_ITGB1_ITGA1	SEMA7A - (ITGB1+ITGA1)	SEMA7	Cell-Cell Contact	PMID: 22325954
pDC	MonoMacro	SEMA7A	PLXNC1	0.00249295348419192	0	SEMA7A_PLXNC1	SEMA7A - PLXNC1	SEMA7	Cell-Cell Contact	PMID: 27533782
CD4_Glyco_hi	Tprolif	ITGA4_ITGB1	VCAM1	0.0241911567871267	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	Tprolif	ITGA4_ITGB1	VCAM1	0.025976795099361	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
CD8T	Tprolif	ITGA4_ITGB1	VCAM1	0.0280650861725922	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	Tprolif	ITGA4_ITGB1	VCAM1	0.0357023218562346	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
NK	Tprolif	ITGA4_ITGB1	VCAM1	0.0393662563541258	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
pDC	Tprolif	ITGA4_ITGB1	VCAM1	0.0136392548940515	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
Tprolif	Tprolif	ITGA4_ITGB1	VCAM1	0.028558582973565	0	ITGA4_ITGB1_VCAM1	VCAM1 - (ITGA4+ITGB1)	VCAM	Cell-Cell Contact	KEGG: hsa04514
Plasma	Tprolif	ITGA4_ITGB7	VCAM1	0.0109245240265018	0	ITGA4_ITGB7_VCAM1	VCAM1 - (ITGA4+ITGB7)	VCAM	Cell-Cell Contact	KEGG: hsa04514
Tprolif	Tprolif	ITGA4_ITGB7	VCAM1	0.0276410276777401	0	ITGA4_ITGB7_VCAM1	VCAM1 - (ITGA4+ITGB7)	VCAM	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	B	APP	SORL1	0.00417867055483054	0	APP_SORL1	APP - SORL1	APP	Cell-Cell Contact	PMID: 24523320
