source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
NK	MonoMacro	HLA-DPA1	CD4	0.0792540074724965	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DPA1	CD4	0.299135093082698	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DPA1	CD4	0.12584428232919	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DPA1	CD4	0.210888878341832	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DPA1	CD4	0.365220807919669	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DPA1	CD4	0.218536435161863	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DPA1	CD4	0.22652166788555	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DPA1	CD4	0.257031102196082	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DPA1	CD4	0.372584433819302	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	pDC	HLA-DPA1	CD4	0.101603872081584	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DPA1	CD4	0.359295521295782	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DPA1	CD4	0.159062991149248	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DPA1	CD4	0.25988256344513	0	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DPB1	CD4	0.112306864422088	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-DPB1	CD4	0.0450801793548787	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DPB1	CD4	0.0709453768125474	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DPB1	CD4	0.0727100681386581	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DPB1	CD4	0.113491289200785	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-DPB1	CD4	0.026342173501528	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DPB1	CD4	0.108582864839788	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DPB1	CD4	0.0731139270122084	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DPB1	CD4	0.288164868693996	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	MonoMacro	HLA-DPB1	CD4	0.131232254739559	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DPB1	CD4	0.196363469019784	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DPB1	CD4	0.200574300956433	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DPB1	CD4	0.29059680584872	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	MonoMacro	HLA-DPB1	CD4	0.0796720569351638	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DPB1	CD4	0.280451870578757	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DPB1	CD4	0.20153401186225	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DPB1	CD4	0.347212023197481	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DPB1	CD4	0.165603772973933	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DPB1	CD4	0.243021867047269	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DPB1	CD4	0.247924573138658	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DPB1	CD4	0.349897335962085	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	pDC	HLA-DPB1	CD4	0.102126736547826	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DPB1	CD4	0.33867050657402	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DPB1	CD4	0.249040266749508	0	HLA-DPB1_CD4	HLA-DPB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DQA1	CD4	0.0998223846838507	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DQA1	CD4	0.0121984166743431	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DQA1	CD4	0.0167904962746835	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DQA1	CD4	0.0889055389290491	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DQA1	CD4	0.0943938500384265	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	HLA-DQA1	CD4	0.00731731772367489	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DQA1	CD4	0.0212345886858001	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DQA1	CD4	0.261898937557854	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DQA1	CD4	0.038012071964275	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DQA1	CD4	0.0518119703017522	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DQA1	CD4	0.237942211325839	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DQA1	CD4	0.250105257125504	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DQA1	CD4	0.0230427963482391	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DQA1	CD4	0.0649135245262989	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DQA1	CD4	0.317968117841205	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DQA1	CD4	0.0493550136285424	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DQA1	CD4	0.0669861076895807	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DQA1	CD4	0.29090396351942	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DQA1	CD4	0.304691843743724	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DQA1	CD4	0.0300584243136123	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DQA1	CD4	0.0835864551351672	0	HLA-DQA1_CD4	HLA-DQA1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DMA	CD4	0.0972449382831709	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-DMA	CD4	0.0210727938698148	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DMA	CD4	0.0234451042814015	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DMA	CD4	0.0219444463327689	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DMA	CD4	0.0991496139729957	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DMA	CD4	0.0978488568257177	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	HLA-DMA	CD4	0.01615131411967	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DMA	CD4	0.0488478514914925	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DMA	CD4	0.256328275980376	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	MonoMacro	HLA-DMA	CD4	0.064440834108092	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DMA	CD4	0.0713395906453051	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DMA	CD4	0.0669836103508626	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DMA	CD4	0.260449872716453	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DMA	CD4	0.257638194226327	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DMA	CD4	0.0499072601065267	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DMA	CD4	0.141136067717256	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DMA	CD4	0.311708500980322	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DMA	CD4	0.0829898590535739	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DMA	CD4	0.0916797981896682	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DMA	CD4	0.0861971271575552	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DMA	CD4	0.316341786323343	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DMA	CD4	0.313182245541499	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DMA	CD4	0.064561548671787	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DMA	CD4	0.177571341895083	0	HLA-DMA_CD4	HLA-DMA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DMB	CD4	0.0754544094288311	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DMB	CD4	0.0890456897325676	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DMB	CD4	0.0939540855220442	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DMB	CD4	0.207067025859911	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DMB	CD4	0.238255865296883	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DMB	CD4	0.249139632617282	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DMB	CD4	0.255460257433342	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DMB	CD4	0.29126074828511	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DMB	CD4	0.303600791931071	0	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DQA2	CD4	0.0532970985311419	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DQA2	CD4	0.047477600372095	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DQA2	CD4	0.0497171759987528	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DQA2	CD4	0.0110867685018397	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DQA2	CD4	0.15264227390419	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DQA2	CD4	0.137551384819776	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DQA2	CD4	0.143400188360843	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DQA2	CD4	0.0346304828969641	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DQA2	CD4	0.191386041819101	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DQA2	CD4	0.173247919431842	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DQA2	CD4	0.18029726022601	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DQA2	CD4	0.0450115609228397	0	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DOA	CD4	0.0479236975852422	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DOA	CD4	0.0197482888415208	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DOA	CD4	0.0531983861310953	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DOA	CD4	0.138720555843116	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DOA	CD4	0.0605591115172235	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DOA	CD4	0.15238918070614	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DOA	CD4	0.174659060430569	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DOA	CD4	0.0780840545577207	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DOA	CD4	0.191083194820853	0	HLA-DOA_CD4	HLA-DOA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DOB	CD4	0.0258338150780911	0	HLA-DOB_CD4	HLA-DOB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DOB	CD4	0.0782172009758322	0	HLA-DOB_CD4	HLA-DOB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DOB	CD4	0.100306535382904	0	HLA-DOB_CD4	HLA-DOB - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DQB1	CD4	0.10179322018283	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-DQB1	CD4	0.0172303388373432	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DQB1	CD4	0.0198964166628857	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DQB1	CD4	0.0210165048728304	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DQB1	CD4	0.0984340653286582	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DQB1	CD4	0.0925475919899144	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	HLA-DQB1	CD4	0.0124992072437391	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DQB1	CD4	0.0365490282959493	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DQB1	CD4	0.266123703989158	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	MonoMacro	HLA-DQB1	CD4	0.0531196674691816	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DQB1	CD4	0.0609943055266642	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DQB1	CD4	0.0642763080093019	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DQB1	CD4	0.258904800469999	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	MonoMacro	HLA-DQB1	CD4	0.246040866214511	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	MonoMacro	HLA-DQB1	CD4	0.0389242979496953	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	MonoMacro	HLA-DQB1	CD4	0.108245466546806	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	pDC	HLA-DQB1	CD4	0.322701913765171	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	pDC	HLA-DQB1	CD4	0.0686490610885593	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	pDC	HLA-DQB1	CD4	0.0786346459549619	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	pDC	HLA-DQB1	CD4	0.0827821652504981	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	pDC	HLA-DQB1	CD4	0.314606195364822	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	pDC	HLA-DQB1	CD4	0.300095372602061	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	pDC	HLA-DQB1	CD4	0.0505251542029059	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	pDC	HLA-DQB1	CD4	0.137549649253078	0	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	CD4_Glyco_hi	HLA-DRA	CD4	0.131351414626728	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	CD4_Glyco_hi	HLA-DRA	CD4	0.026425688497773	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	CD4_Glyco_hi	HLA-DRA	CD4	0.0274892502285093	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	CD4_Glyco_hi	HLA-DRA	CD4	0.0375089883659807	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	CD4_Glyco_hi	HLA-DRA	CD4	0.133137099461271	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	CD4_Glyco_hi	HLA-DRA	CD4	0.00419655838679892	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
pDC	CD4_Glyco_hi	HLA-DRA	CD4	0.126572093381274	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Plasma	CD4_Glyco_hi	HLA-DRA	CD4	0.0065643241123558	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
Tprolif	CD4_Glyco_hi	HLA-DRA	CD4	0.0749960538393373	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
B	MonoMacro	HLA-DRA	CD4	0.326076455606888	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_hi	MonoMacro	HLA-DRA	CD4	0.0799107719463863	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD4_Glyco_lo	MonoMacro	HLA-DRA	CD4	0.0829435691220443	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
CD8T	MonoMacro	HLA-DRA	CD4	0.110871829465938	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
MonoMacro	MonoMacro	HLA-DRA	CD4	0.329505195164895	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
NK	MonoMacro	HLA-DRA	CD4	0.0133051774466432	0	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	KEGG: hsa04514
