cell	cell_group
B5_P10_MMD5_L001	B
B6_P10_MMD5_L001	CD8T
B6_P11_MMD5_L001	CD8T
B6_P3_MMD5_L001	B
B6_P9_MMD5_L001	CD8T
B7_P10_MMD5_L001	B
B8_P10_MMD5_L001	CD8T
B8_P11_MMD5_L001	B
B8_P9_MMD5_L001	B
B9_P11_MMD5_L001	B
B9_P3_MMD5_L001	CD8T
B9_P9_MMD5_L001	B
C10_P3_MMD5_L001	B
C10_P9_MMD5_L001	CD8T
C11_P10_MMD5_L001	CD8T
C11_P11_MMD5_L001	CD8T
C11_P9_MMD5_L001	B
C12_P11_MMD5_L001	B
C12_P3_MMD5_L001	CD4_Glyco_lo
C1_P10_MMD5_L001	CD8T
C1_P3_MMD5_L001	NK
C1_P9_MMD5_L001	B
C2_P10_MMD5_L001	CD4_Glyco_lo
C2_P11_MMD5_L001	B
C2_P9_MMD5_L001	CD4_Glyco_hi
C3_P10_MMD5_L001	CD8T
C3_P11_MMD5_L001	B
C3_P9_MMD5_L001	B
C4_P10_MMD5_L001	B
C4_P11_MMD5_L001	CD8T
C4_P3_MMD5_L001	MonoMacro
C5_P10_MMD5_L001	CD4_Glyco_lo
C5_P3_MMD5_L001	B
C5_P9_MMD5_L001	CD8T
C6_P10_MMD5_L001	B
C6_P11_MMD5_L001	B
C6_P3_MMD5_L001	CD8T
C6_P9_MMD5_L001	CD4_Glyco_lo
C7_P11_MMD5_L001	CD8T
C7_P3_MMD5_L001	CD4_Glyco_lo
C7_P9_MMD5_L001	CD8T
C8_P3_MMD5_L001	CD4_Glyco_lo
C8_P9_MMD5_L001	CD4_Glyco_lo
C9_P10_MMD5_L001	CD4_Glyco_hi
C9_P11_MMD5_L001	B
C9_P3_MMD5_L001	B
C9_P9_MMD5_L001	B
D10_P11_MMD5_L001	CD8T
D10_P3_MMD5_L001	B
D10_P9_MMD5_L001	CD8T
D11_P9_MMD5_L001	B
D12_P10_MMD5_L001	B
D12_P11_MMD5_L001	CD8T
D12_P3_MMD5_L001	B
D12_P9_MMD5_L001	B
D1_P10_MMD5_L001	B
D1_P11_MMD5_L001	B
D1_P9_MMD5_L001	B
D2_P10_MMD5_L001	B
D2_P11_MMD5_L001	B
D2_P3_MMD5_L001	CD4_Glyco_lo
D2_P9_MMD5_L001	B
D3_P10_MMD5_L001	B
D3_P11_MMD5_L001	B
D3_P3_MMD5_L001	CD4_Glyco_lo
D3_P9_MMD5_L001	B
D4_P10_MMD5_L001	B
D4_P3_MMD5_L001	CD8T
D4_P9_MMD5_L001	B
D5_P10_MMD5_L001	B
D5_P11_MMD5_L001	CD4_Glyco_hi
D5_P9_MMD5_L001	CD8T
D6_P11_MMD5_L001	CD8T
D6_P3_MMD5_L001	CD4_Glyco_lo
D6_P9_MMD5_L001	CD8T
D7_P11_MMD5_L001	B
D7_P9_MMD5_L001	B
D8_P10_MMD5_L001	B
D8_P11_MMD5_L001	CD4_Glyco_hi
D8_P3_MMD5_L001	B
D8_P9_MMD5_L001	B
D9_P10_MMD5_L001	CD8T
D9_P9_MMD5_L001	B
E10_P11_MMD5_L001	B
E11_P11_MMD5_L001	B
E11_P3_MMD5_L001	B
E11_P9_MMD5_L001	CD8T
E12_P10_MMD5_L001	CD8T
E12_P11_MMD5_L001	B
E1_P10_MMD5_L001	B
E1_P11_MMD5_L001	B
E1_P3_MMD5_L001	Tprolif
E1_P9_MMD5_L001	CD8T
E2_P10_MMD5_L001	B
E2_P11_MMD5_L001	B
E2_P3_MMD5_L001	B
E2_P9_MMD5_L001	B
E3_P11_MMD5_L001	CD8T
E3_P3_MMD5_L001	CD4_Glyco_hi
E3_P9_MMD5_L001	B
E4_P10_MMD5_L001	B
E4_P11_MMD5_L001	B
E4_P3_MMD5_L001	B
E4_P9_MMD5_L001	CD8T
E5_P10_MMD5_L001	B
E5_P3_MMD5_L001	B
E5_P9_MMD5_L001	CD8T
E6_P11_MMD5_L001	B
E6_P9_MMD5_L001	CD8T
E7_P10_MMD5_L001	CD4_Glyco_lo
E7_P11_MMD5_L001	CD4_Glyco_hi
E7_P9_MMD5_L001	B
E8_P11_MMD5_L001	B
E8_P3_MMD5_L001	CD8T
E8_P9_MMD5_L001	Plasma
E9_P11_MMD5_L001	CD4_Glyco_lo
E9_P3_MMD5_L001	CD8T
E9_P9_MMD5_L001	B
F10_P11_MMD5_L001	CD4_Glyco_hi
F10_P3_MMD5_L001	B
F10_P9_MMD5_L001	CD8T
F11_P10_MMD5_L001	CD8T
F11_P3_MMD5_L001	B
F12_P3_MMD5_L001	CD8T
F12_P9_MMD5_L001	B
F1_P3_MMD5_L001	B
F1_P9_MMD5_L001	B
F2_P10_MMD5_L001	B
F2_P11_MMD5_L001	B
F2_P3_MMD5_L001	Tprolif
F2_P9_MMD5_L001	CD8T
F3_P10_MMD5_L001	CD8T
F3_P11_MMD5_L001	CD8T
F3_P3_MMD5_L001	B
F4_P10_MMD5_L001	B
F4_P3_MMD5_L001	Tprolif
F5_P10_MMD5_L001	CD8T
F5_P11_MMD5_L001	B
F5_P9_MMD5_L001	CD8T
F6_P10_MMD5_L001	B
F6_P11_MMD5_L001	B
F6_P9_MMD5_L001	CD8T
F7_P10_MMD5_L001	B
F7_P3_MMD5_L001	B
F8_P10_MMD5_L001	B
F8_P11_MMD5_L001	B
F8_P3_MMD5_L001	CD4_Glyco_lo
F8_P9_MMD5_L001	B
F9_P10_MMD5_L001	B
F9_P3_MMD5_L001	B
F9_P9_MMD5_L001	CD8T
G10_P10_MMD5_L001	B
G10_P3_MMD5_L001	B
G11_P10_MMD5_L001	CD8T
G11_P11_MMD5_L001	B
G11_P3_MMD5_L001	CD8T
G11_P9_MMD5_L001	CD8T
G12_P10_MMD5_L001	B
G12_P11_MMD5_L001	B
G12_P3_MMD5_L001	B
G12_P9_MMD5_L001	CD8T
G1_P10_MMD5_L001	CD8T
G1_P3_MMD5_L001	B
G2_P11_MMD5_L001	B
G2_P9_MMD5_L001	B
G3_P10_MMD5_L001	CD4_Glyco_lo
G3_P11_MMD5_L001	CD8T
G3_P3_MMD5_L001	CD8T
G4_P10_MMD5_L001	CD8T
G4_P11_MMD5_L001	CD8T
G4_P3_MMD5_L001	Tprolif
G5_P11_MMD5_L001	B
G5_P3_MMD5_L001	B
G6_P10_MMD5_L001	B
G6_P11_MMD5_L001	CD8T
G6_P9_MMD5_L001	CD8T
G7_P10_MMD5_L001	B
G7_P9_MMD5_L001	CD4_Glyco_hi
G8_P11_MMD5_L001	B
G8_P3_MMD5_L001	B
G8_P9_MMD5_L001	B
G9_P10_MMD5_L001	B
G9_P3_MMD5_L001	CD8T
G9_P9_MMD5_L001	B
H10_P3_MMD5_L001	CD4_Glyco_hi
H11_P10_MMD5_L001	CD8T
H11_P11_MMD5_L001	CD8T
H11_P3_MMD5_L001	B
H11_P9_MMD5_L001	CD4_Glyco_hi
H12_P10_MMD5_L001	CD8T
H12_P11_MMD5_L001	CD4_Glyco_lo
H12_P3_MMD5_L001	pDC
H1_P11_MMD5_L001	CD8T
H1_P3_MMD5_L001	pDC
H1_P9_MMD5_L001	B
H2_P9_MMD5_L001	CD4_Glyco_hi
H3_P10_MMD5_L001	CD8T
H3_P9_MMD5_L001	CD8T
H4_P10_MMD5_L001	B
H4_P3_MMD5_L001	CD4_Glyco_hi
H5_P11_MMD5_L001	CD8T
H6_P10_MMD5_L001	B
H6_P3_MMD5_L001	B
H6_P9_MMD5_L001	CD8T
H7_P10_MMD5_L001	B
H7_P11_MMD5_L001	CD8T
H7_P9_MMD5_L001	CD8T
H8_P10_MMD5_L001	B
H8_P11_MMD5_L001	CD8T
H8_P3_MMD5_L001	CD8T
H8_P9_MMD5_L001	CD8T
H9_P10_MMD5_L001	B
H9_P11_MMD5_L001	CD4_Glyco_hi
H9_P3_MMD5_L001	CD8T
A10_P6_MMD2-36B_L001	CD8T
A10_P8_MMD2-36B_L001	CD4_Glyco_hi
A10_P9_MMD2-36B_L001	CD4_Glyco_hi
A11_P10_MMD2-36B_L001	CD8T
A11_P9_MMD2-36B_L001	CD8T
A12_P6_MMD2-36B_L001	CD4_Glyco_hi
A12_P8_MMD2-36B_L001	CD8T
A2_P6_MMD2-36B_L001	pDC
A2_P8_MMD2-36B_L001	CD4_Glyco_lo
A2_P9_MMD2-36B_L001	CD4_Glyco_hi
A3_P10_MMD2-36B_L001	CD8T
A3_P6_MMD2-36B_L001	CD4_Glyco_hi
A3_P9_MMD2-36B_L001	CD8T
A4_P10_MMD2-36B_L001	CD4_Glyco_hi
A4_P8_MMD2-36B_L001	CD8T
A4_P9_MMD2-36B_L001	CD8T
A5_P10_MMD2-36B_L001	Plasma
A5_P6_MMD2-36B_L001	Plasma
A5_P9_MMD2-36B_L001	pDC
A6_P10_MMD2-36B_L001	CD8T
A7_P8_MMD2-36B_L001	CD4_Glyco_hi
A7_P9_MMD2-36B_L001	CD4_Glyco_hi
A8_P10_MMD2-36B_L001	MonoMacro
A8_P6_MMD2-36B_L001	CD8T
A8_P9_MMD2-36B_L001	CD4_Glyco_hi
A9_P10_MMD2-36B_L001	pDC
A9_P6_MMD2-36B_L001	CD8T
B10_P10_MMD2-36B_L001	CD8T
B10_P8_MMD2-36B_L001	CD8T
B11_P8_MMD2-36B_L001	CD4_Glyco_lo
B12_P8_MMD2-36B_L001	CD8T
B12_P9_MMD2-36B_L001	CD4_Glyco_lo
B1_P10_MMD2-36B_L001	Plasma
B1_P6_MMD2-36B_L001	CD4_Glyco_lo
B1_P9_MMD2-36B_L001	NK
B2_P10_MMD2-36B_L001	pDC
B3_P8_MMD2-36B_L001	CD8T
B3_P9_MMD2-36B_L001	NK
B5_P10_MMD2-36B_L001	CD8T
B5_P6_MMD2-36B_L001	Plasma
B5_P8_MMD2-36B_L001	pDC
B5_P9_MMD2-36B_L001	MonoMacro
B6_P6_MMD2-36B_L001	CD8T
B6_P9_MMD2-36B_L001	Plasma
B7_P6_MMD2-36B_L001	pDC
B7_P8_MMD2-36B_L001	Tprolif
B8_P9_MMD2-36B_L001	CD4_Glyco_lo
B9_P10_MMD2-36B_L001	CD8T
B9_P6_MMD2-36B_L001	CD8T
B9_P8_MMD2-36B_L001	CD4_Glyco_hi
B9_P9_MMD2-36B_L001	B
C10_P10_MMD2-36B_L001	CD4_Glyco_hi
C10_P6_MMD2-36B_L001	CD8T
C10_P8_MMD2-36B_L001	CD8T
C10_P9_MMD2-36B_L001	CD8T
C11_P8_MMD2-36B_L001	CD8T
C12_P10_MMD2-36B_L001	pDC
C12_P6_MMD2-36B_L001	CD4_Glyco_hi
C1_P10_MMD2-36B_L001	CD8T
C1_P8_MMD2-36B_L001	Tprolif
C2_P8_MMD2-36B_L001	Tprolif
C2_P9_MMD2-36B_L001	CD4_Glyco_hi
C3_P8_MMD2-36B_L001	Tprolif
C3_P9_MMD2-36B_L001	CD4_Glyco_hi
C4_P10_MMD2-36B_L001	Plasma
C4_P6_MMD2-36B_L001	pDC
C5_P10_MMD2-36B_L001	CD4_Glyco_lo
C5_P6_MMD2-36B_L001	CD8T
C5_P9_MMD2-36B_L001	MonoMacro
C6_P10_MMD2-36B_L001	CD8T
C6_P6_MMD2-36B_L001	Tprolif
C7_P10_MMD2-36B_L001	Plasma
C7_P8_MMD2-36B_L001	pDC
C8_P10_MMD2-36B_L001	Plasma
C8_P9_MMD2-36B_L001	CD4_Glyco_lo
C9_P10_MMD2-36B_L001	CD4_Glyco_lo
C9_P6_MMD2-36B_L001	CD8T
C9_P9_MMD2-36B_L001	NK
D10_P8_MMD2-36B_L001	CD4_Glyco_lo
D10_P9_MMD2-36B_L001	Plasma
D11_P10_MMD2-36B_L001	CD4_Glyco_lo
D11_P6_MMD2-36B_L001	Plasma
D11_P9_MMD2-36B_L001	CD4_Glyco_lo
D12_P10_MMD2-36B_L001	pDC
D1_P10_MMD2-36B_L001	CD8T
D1_P6_MMD2-36B_L001	Tprolif
D1_P8_MMD2-36B_L001	CD8T
D2_P10_MMD2-36B_L001	CD8T
D3_P6_MMD2-36B_L001	pDC
D3_P8_MMD2-36B_L001	CD8T
D3_P9_MMD2-36B_L001	CD8T
D4_P10_MMD2-36B_L001	pDC
D4_P8_MMD2-36B_L001	NK
D4_P9_MMD2-36B_L001	CD4_Glyco_hi
D5_P6_MMD2-36B_L001	Plasma
D5_P8_MMD2-36B_L001	CD8T
D5_P9_MMD2-36B_L001	Plasma
D6_P10_MMD2-36B_L001	Plasma
D6_P6_MMD2-36B_L001	Plasma
D6_P9_MMD2-36B_L001	NK
D7_P10_MMD2-36B_L001	CD8T
D7_P6_MMD2-36B_L001	CD8T
D7_P8_MMD2-36B_L001	CD4_Glyco_lo
D8_P10_MMD2-36B_L001	CD4_Glyco_hi
D8_P9_MMD2-36B_L001	NK
D9_P10_MMD2-36B_L001	CD8T
E10_P9_MMD2-36B_L001	Tprolif
E11_P6_MMD2-36B_L001	CD8T
E12_P10_MMD2-36B_L001	CD8T
E12_P6_MMD2-36B_L001	Plasma
E12_P9_MMD2-36B_L001	CD8T
E1_P6_MMD2-36B_L001	Tprolif
E1_P8_MMD2-36B_L001	Plasma
E2_P10_MMD2-36B_L001	CD4_Glyco_hi
E2_P6_MMD2-36B_L001	CD8T
E2_P9_MMD2-36B_L001	CD4_Glyco_lo
E3_P10_MMD2-36B_L001	CD4_Glyco_hi
E3_P8_MMD2-36B_L001	Plasma
E3_P9_MMD2-36B_L001	NK
E4_P6_MMD2-36B_L001	CD4_Glyco_hi
E4_P8_MMD2-36B_L001	Tprolif
E4_P9_MMD2-36B_L001	CD8T
E5_P6_MMD2-36B_L001	MonoMacro
E5_P8_MMD2-36B_L001	CD4_Glyco_lo
E5_P9_MMD2-36B_L001	CD8T
E6_P8_MMD2-36B_L001	CD8T
E7_P8_MMD2-36B_L001	pDC
E7_P9_MMD2-36B_L001	CD4_Glyco_lo
E8_P10_MMD2-36B_L001	pDC
E8_P6_MMD2-36B_L001	CD4_Glyco_lo
E8_P8_MMD2-36B_L001	Plasma
E9_P6_MMD2-36B_L001	CD4_Glyco_lo
E9_P9_MMD2-36B_L001	CD8T
F10_P8_MMD2-36B_L001	CD4_Glyco_hi
F10_P9_MMD2-36B_L001	CD4_Glyco_lo
F11_P10_MMD2-36B_L001	pDC
F11_P6_MMD2-36B_L001	NK
F11_P8_MMD2-36B_L001	CD8T
F11_P9_MMD2-36B_L001	CD8T
F12_P10_MMD2-36B_L001	Plasma
F12_P9_MMD2-36B_L001	pDC
F1_P10_MMD2-36B_L001	CD4_Glyco_hi
F1_P6_MMD2-36B_L001	Plasma
F2_P6_MMD2-36B_L001	Plasma
F2_P8_MMD2-36B_L001	NK
F3_P6_MMD2-36B_L001	Tprolif
F3_P8_MMD2-36B_L001	CD8T
F3_P9_MMD2-36B_L001	CD4_Glyco_hi
F4_P6_MMD2-36B_L001	CD4_Glyco_lo
F4_P9_MMD2-36B_L001	CD4_Glyco_lo
F5_P10_MMD2-36B_L001	Plasma
F5_P6_MMD2-36B_L001	Plasma
F5_P9_MMD2-36B_L001	Plasma
F6_P10_MMD2-36B_L001	CD4_Glyco_hi
F6_P6_MMD2-36B_L001	Plasma
F6_P8_MMD2-36B_L001	CD8T
F6_P9_MMD2-36B_L001	CD4_Glyco_lo
F7_P8_MMD2-36B_L001	pDC
F7_P9_MMD2-36B_L001	NK
F8_P6_MMD2-36B_L001	pDC
F8_P8_MMD2-36B_L001	MonoMacro
F9_P10_MMD2-36B_L001	CD8T
F9_P6_MMD2-36B_L001	CD8T
G10_P6_MMD2-36B_L001	pDC
G10_P8_MMD2-36B_L001	CD4_Glyco_lo
G11_P6_MMD2-36B_L001	CD8T
G11_P8_MMD2-36B_L001	CD4_Glyco_hi
G12_P6_MMD2-36B_L001	NK
G12_P8_MMD2-36B_L001	CD4_Glyco_hi
G12_P9_MMD2-36B_L001	CD4_Glyco_lo
G1_P9_MMD2-36B_L001	pDC
G2_P10_MMD2-36B_L001	Tprolif
G2_P6_MMD2-36B_L001	pDC
G3_P6_MMD2-36B_L001	CD8T
G3_P8_MMD2-36B_L001	CD4_Glyco_hi
G3_P9_MMD2-36B_L001	CD8T
G4_P10_MMD2-36B_L001	CD8T
G4_P6_MMD2-36B_L001	CD8T
G4_P9_MMD2-36B_L001	Tprolif
G5_P10_MMD2-36B_L001	CD4_Glyco_lo
G5_P8_MMD2-36B_L001	CD4_Glyco_lo
G5_P9_MMD2-36B_L001	MonoMacro
G6_P10_MMD2-36B_L001	Plasma
G6_P8_MMD2-36B_L001	Plasma
G6_P9_MMD2-36B_L001	CD4_Glyco_hi
G7_P10_MMD2-36B_L001	CD4_Glyco_hi
G7_P9_MMD2-36B_L001	NK
G8_P9_MMD2-36B_L001	CD8T
G9_P10_MMD2-36B_L001	Plasma
G9_P9_MMD2-36B_L001	CD8T
H10_P10_MMD2-36B_L001	Tprolif
H11_P10_MMD2-36B_L001	CD8T
H11_P6_MMD2-36B_L001	Plasma
H11_P8_MMD2-36B_L001	CD8T
H12_P10_MMD2-36B_L001	CD8T
H12_P6_MMD2-36B_L001	CD4_Glyco_lo
H12_P8_MMD2-36B_L001	CD8T
H1_P6_MMD2-36B_L001	CD8T
H1_P8_MMD2-36B_L001	CD4_Glyco_hi
H1_P9_MMD2-36B_L001	CD4_Glyco_hi
H2_P8_MMD2-36B_L001	Tprolif
H2_P9_MMD2-36B_L001	CD8T
H3_P10_MMD2-36B_L001	Plasma
H3_P9_MMD2-36B_L001	Tprolif
H4_P10_MMD2-36B_L001	Tprolif
H4_P8_MMD2-36B_L001	CD4_Glyco_lo
H5_P10_MMD2-36B_L001	Tprolif
H5_P6_MMD2-36B_L001	CD4_Glyco_lo
H5_P8_MMD2-36B_L001	CD8T
H5_P9_MMD2-36B_L001	CD4_Glyco_lo
H6_P6_MMD2-36B_L001	NK
H6_P8_MMD2-36B_L001	CD8T
H6_P9_MMD2-36B_L001	Plasma
H8_P10_MMD2-36B_L001	CD4_Glyco_hi
H8_P9_MMD2-36B_L001	CD8T
H9_P6_MMD2-36B_L001	CD8T
H9_P9_MMD2-36B_L001	CD4_Glyco_hi
A10_P4_M44_L001	NK
A10_P5_M44_L001	CD8T
A11_P4_M44_L001	MonoMacro
A11_P5_M44_L001	CD8T
A12_P4_M44_L001	CD8T
A12_P5_M44_L001	CD8T
A2_P4_M44_L001	CD4_Glyco_hi
A2_P5_M44_L001	MonoMacro
A3_P4_M44_L001	NK
A3_P5_M44_L001	CD4_Glyco_lo
A4_P5_M44_L001	MonoMacro
A7_P4_M44_L001	CD8T
A7_P5_M44_L001	CD8T
A8_P4_M44_L001	MonoMacro
A8_P5_M44_L001	NK
A9_P1_M44_L001	MonoMacro
A9_P4_M44_L001	CD4_Glyco_hi
A9_P5_M44_L001	CD8T
B10_P3_M44_L001	CD8T
B10_P5_M44_L001	CD8T
B11_P1_M44_L001	CD8T
B11_P3_M44_L001	CD8T
B11_P4_M44_L001	CD8T
B11_P5_M44_L001	CD8T
B12_P1_M44_L001	CD8T
B12_P3_M44_L001	CD4_Glyco_hi
B12_P5_M44_L001	CD8T
B1_P1_M44_L001	CD8T
B1_P3_M44_L001	MonoMacro
B1_P5_M44_L001	NK
B2_P1_M44_L001	CD8T
B2_P3_M44_L001	CD8T
B2_P5_M44_L001	MonoMacro
B3_P1_M44_L001	CD8T
B3_P4_M44_L001	CD8T
B3_P5_M44_L001	CD8T
B4_P1_M44_L001	CD8T
B4_P5_M44_L001	NK
B5_P1_M44_L001	NK
B5_P3_M44_L001	CD8T
B5_P4_M44_L001	CD8T
B6_P3_M44_L001	CD8T
B7_P1_M44_L001	MonoMacro
B7_P3_M44_L001	CD8T
B7_P4_M44_L001	MonoMacro
B7_P5_M44_L001	NK
B8_P4_M44_L001	CD8T
B8_P5_M44_L001	CD8T
B9_P3_M44_L001	CD4_Glyco_hi
B9_P5_M44_L001	CD8T
C10_P1_M44_L001	CD4_Glyco_lo
C10_P3_M44_L001	CD8T
C10_P4_M44_L001	CD8T
C10_P5_M44_L001	MonoMacro
C11_P1_M44_L001	CD8T
C11_P3_M44_L001	CD8T
C11_P4_M44_L001	CD8T
C11_P5_M44_L001	CD4_Glyco_hi
C12_P1_M44_L001	CD4_Glyco_lo
C12_P3_M44_L001	NK
C12_P4_M44_L001	CD8T
C12_P5_M44_L001	CD8T
C1_P1_M44_L001	CD4_Glyco_hi
C1_P3_M44_L001	CD8T
C1_P4_M44_L001	CD8T
C1_P5_M44_L001	Tprolif
C2_P1_M44_L001	CD4_Glyco_lo
C2_P3_M44_L001	NK
C3_P1_M44_L001	CD8T
C3_P3_M44_L001	CD8T
C3_P5_M44_L001	Tprolif
C4_P3_M44_L001	CD4_Glyco_lo
C5_P1_M44_L001	NK
C5_P3_M44_L001	MonoMacro
C6_P1_M44_L001	NK
C6_P3_M44_L001	CD8T
C6_P4_M44_L001	CD8T
C7_P3_M44_L001	CD8T
C7_P4_M44_L001	MonoMacro
C8_P1_M44_L001	pDC
C8_P3_M44_L001	NK
C8_P4_M44_L001	CD8T
C8_P5_M44_L001	CD8T
C9_P1_M44_L001	CD8T
C9_P3_M44_L001	CD8T
C9_P5_M44_L001	CD8T
D10_P5_M44_L001	CD8T
D11_P1_M44_L001	CD8T
D11_P3_M44_L001	CD8T
D11_P4_M44_L001	MonoMacro
D11_P5_M44_L001	CD8T
D12_P3_M44_L001	CD8T
D12_P4_M44_L001	NK
D12_P5_M44_L001	NK
D1_P1_M44_L001	CD8T
D1_P3_M44_L001	CD8T
D1_P4_M44_L001	CD4_Glyco_lo
D1_P5_M44_L001	CD8T
D2_P1_M44_L001	Tprolif
D2_P3_M44_L001	CD8T
D2_P4_M44_L001	MonoMacro
D2_P5_M44_L001	NK
D3_P1_M44_L001	CD4_Glyco_lo
D3_P4_M44_L001	CD8T
D4_P1_M44_L001	CD4_Glyco_lo
D4_P3_M44_L001	CD4_Glyco_lo
D4_P5_M44_L001	CD8T
D5_P3_M44_L001	CD8T
D5_P5_M44_L001	CD4_Glyco_lo
D6_P1_M44_L001	CD8T
D6_P3_M44_L001	MonoMacro
D6_P4_M44_L001	CD8T
D7_P1_M44_L001	CD8T
D7_P3_M44_L001	CD8T
D7_P4_M44_L001	CD8T
D7_P5_M44_L001	NK
D8_P1_M44_L001	CD4_Glyco_hi
D8_P5_M44_L001	CD8T
D9_P1_M44_L001	MonoMacro
D9_P4_M44_L001	CD8T
D9_P5_M44_L001	NK
E10_P1_M44_L001	CD4_Glyco_lo
E10_P3_M44_L001	NK
E11_P1_M44_L001	CD8T
E11_P3_M44_L001	CD8T
E11_P4_M44_L001	NK
E11_P5_M44_L001	Tprolif
E12_P3_M44_L001	CD8T
E12_P5_M44_L001	Tprolif
E1_P1_M44_L001	CD8T
E1_P3_M44_L001	CD8T
E1_P4_M44_L001	NK
E1_P5_M44_L001	CD8T
E2_P3_M44_L001	CD8T
E2_P4_M44_L001	CD4_Glyco_hi
E2_P5_M44_L001	CD8T
E3_P3_M44_L001	MonoMacro
E3_P4_M44_L001	CD8T
E3_P5_M44_L001	CD8T
E4_P1_M44_L001	CD8T
E4_P4_M44_L001	pDC
E5_P1_M44_L001	CD8T
E5_P3_M44_L001	MonoMacro
E5_P4_M44_L001	MonoMacro
E5_P5_M44_L001	Tprolif
E6_P1_M44_L001	CD8T
E6_P3_M44_L001	NK
E6_P4_M44_L001	CD8T
E6_P5_M44_L001	CD8T
E7_P1_M44_L001	CD4_Glyco_hi
E7_P4_M44_L001	CD4_Glyco_lo
E8_P1_M44_L001	CD8T
E8_P5_M44_L001	CD8T
E9_P1_M44_L001	CD8T
E9_P3_M44_L001	CD8T
E9_P4_M44_L001	CD8T
F10_P4_M44_L001	MonoMacro
F10_P5_M44_L001	CD8T
F11_P1_M44_L001	MonoMacro
F11_P3_M44_L001	Tprolif
F11_P4_M44_L001	MonoMacro
F11_P5_M44_L001	Tprolif
F12_P1_M44_L001	CD4_Glyco_hi
F12_P4_M44_L001	CD4_Glyco_lo
F12_P5_M44_L001	CD8T
F1_P1_M44_L001	CD8T
F1_P5_M44_L001	CD8T
F2_P5_M44_L001	CD8T
F3_P3_M44_L001	CD4_Glyco_lo
F3_P5_M44_L001	CD8T
F4_P1_M44_L001	CD8T
F4_P3_M44_L001	CD8T
F4_P4_M44_L001	Tprolif
F4_P5_M44_L001	CD8T
F5_P1_M44_L001	CD8T
F6_P4_M44_L001	MonoMacro
F7_P1_M44_L001	CD8T
F7_P3_M44_L001	CD8T
F7_P5_M44_L001	CD8T
F8_P3_M44_L001	CD8T
F9_P1_M44_L001	CD4_Glyco_lo
F9_P4_M44_L001	CD8T
F9_P5_M44_L001	CD8T
G10_P1_M44_L001	CD8T
G10_P3_M44_L001	MonoMacro
G10_P4_M44_L001	CD8T
G10_P5_M44_L001	CD8T
G11_P1_M44_L001	CD4_Glyco_hi
G11_P3_M44_L001	CD8T
G11_P5_M44_L001	CD8T
G12_P1_M44_L001	MonoMacro
G12_P3_M44_L001	CD8T
G12_P4_M44_L001	CD8T
G1_P1_M44_L001	CD4_Glyco_lo
G1_P4_M44_L001	CD8T
G1_P5_M44_L001	NK
G2_P1_M44_L001	CD4_Glyco_hi
G2_P3_M44_L001	CD8T
G2_P4_M44_L001	CD8T
G2_P5_M44_L001	CD4_Glyco_hi
G3_P3_M44_L001	CD8T
G3_P4_M44_L001	NK
G4_P1_M44_L001	CD8T
G4_P3_M44_L001	CD8T
G4_P5_M44_L001	CD8T
G5_P1_M44_L001	CD8T
G5_P3_M44_L001	CD4_Glyco_hi
G5_P4_M44_L001	MonoMacro
G6_P1_M44_L001	NK
G6_P4_M44_L001	CD8T
G7_P1_M44_L001	CD8T
G7_P3_M44_L001	CD8T
G7_P5_M44_L001	CD8T
G8_P1_M44_L001	Tprolif
G8_P3_M44_L001	CD8T
G8_P4_M44_L001	CD4_Glyco_hi
G9_P1_M44_L001	NK
G9_P3_M44_L001	CD8T
G9_P4_M44_L001	CD8T
H10_P1_M44_L001	MonoMacro
H10_P3_M44_L001	CD8T
H10_P4_M44_L001	MonoMacro
H10_P5_M44_L001	CD8T
H11_P1_M44_L001	CD8T
H11_P4_M44_L001	CD8T
H12_P1_M44_L001	CD8T
H12_P5_M44_L001	CD8T
H1_P1_M44_L001	MonoMacro
H1_P3_M44_L001	NK
H1_P4_M44_L001	CD8T
H1_P5_M44_L001	CD8T
H2_P1_M44_L001	CD8T
H2_P3_M44_L001	CD4_Glyco_lo
H2_P4_M44_L001	CD8T
H2_P5_M44_L001	CD8T
H3_P1_M44_L001	CD8T
H3_P3_M44_L001	CD8T
H3_P4_M44_L001	CD8T
H4_P3_M44_L001	CD8T
H4_P4_M44_L001	CD8T
H4_P5_M44_L001	MonoMacro
H5_P3_M44_L001	CD8T
H5_P4_M44_L001	CD8T
H5_P5_M44_L001	NK
H6_P1_M44_L001	CD8T
H6_P3_M44_L001	CD8T
H6_P5_M44_L001	CD8T
H7_P1_M44_L001	MonoMacro
H7_P3_M44_L001	CD8T
H7_P5_M44_L001	B
H8_P1_M44_L001	Tprolif
H8_P4_M44_L001	CD8T
H8_P5_M44_L001	CD4_Glyco_hi
H9_P1_M44_L001	CD4_Glyco_hi
H9_P3_M44_L001	CD8T
H9_P4_M44_L001	CD8T
A10_P1_M71_L001	CD4_Glyco_hi
A10_P2_M71_L001	CD8T
A10_P3_M71_L001	CD8T
A10_P4_M71_L001	CD8T
A11_P2_M71_L001	CD8T
A12_P2_M71_L001	CD8T
A12_P3_M71_L001	CD8T
A2_P1_M71_L001	CD8T
A2_P2_M71_L001	CD4_Glyco_lo
A2_P3_M71_L001	CD8T
A3_P2_M71_L001	Tprolif
A4_P1_M71_L001	CD8T
A4_P2_M71_L001	CD4_Glyco_hi
A4_P3_M71_L001	CD8T
